"Nama ","Review","Label"
"Sri Nuryuli","Paling ok.... Harga paling murah.... Di antara semua.","POSITIF"
"Ferdi Jordi Farel","Saya paling nyaman menggunakan travelokal sukses selalu travelokal.","POSITIF"
"Didik Sadikin","Traveloka selalu terbaik untuk informasi tiket dan yg lain selalu ada informasi terbaru semoga menjadi no 1 di seluruh dunia amin","POSITIF"
"SBS SAPITU","Sangat membantu saya untuk menemukan harga tiket yg sesuai kantong saya","POSITIF"
"Pazrin Nurilah","Sangat membantu dlm pemesanan tiket pesawat... Makasi traveloka...","POSITIF"
"Rinny Fadly","Sangat memuaskan memesan ticket atau hotel di traveloka selalu aman dan terpercaya ????","POSITIF"
"Kelvin Tangkelangi","Thanks buat Traveloka yang sudah mempermudah pemesanan tiket dan transaksinya","POSITIF"
"Elfi kurniati","Aplikasi yang sangat mengerti akan situasi customer .. terima kasih.","POSITIF"
"Taufiq Suryanto","Semoga makin sukses dan jadi aplikasi terdepan...","POSITIF"
"satriyo iyo","Sangat bagus mudah dan cepat dalam menggunakannya","POSITIF"
"Ardi Tary","Traveloka memang mntulll pkoknya mantul app ini,pelananya,refundnya semuanya mantull Good thank traveloka","POSITIF"
"Rendi Endi","Semoga bisa membantu segala sesuatu buat saya","POSITIF"
"Muhammad Basir","Sangat membantu dalam pencarian bakat tiket","POSITIF"
"hamdan halili","traveloka sangat mudah dan apa aja ada.","POSITIF"
"Zulkifli Ade","Sangat baik semoga Traveloka semakin baik kedepanya","POSITIF"
"Tatan Spartan","Hotel, pesawat harganya akurat terjangkau","POSITIF"
"Lulu Saja","sangat mudah dan bisa bayar nanti","POSITIF"
"vinna nna","Sangat membantu untuk para perpergian","POSITIF"
"Muslihun Epan","Pemesanan tiket pesawat selalu lancar","POSITIF"
"predator 2807Rijal","Bagus dan memudahkan para wisatawan","POSITIF"
"Hanna Meilani Guntur","Aplikasi yang sangat membantu sekali.","POSITIF"
"Natalia Ika Riastuti Lestari","Sengaja gw kasih bintang 5.biar orang pada baca. Traveloka paylater gw telat 3 bulan dan udah gw lunasi dengan biaya finaltinya...ternyata setelah dilunasi malah dibekukan akun paylater permanen dan ga bisa diaktifkan lagi. Saran gw buat bro n sis....kalo yg paylaternya udah telat 3 bulan ga usah di...Ulasan LengkapSengaja gw kasih bintang 5.biar orang pada baca. Traveloka paylater gw telat 3 bulan dan udah gw lunasi dengan biaya finaltinya...ternyata setelah dilunasi malah dibekukan akun paylater permanen dan ga bisa diaktifkan lagi. Saran gw buat bro n sis....kalo yg paylaternya udah telat 3 bulan ga usah dibayar sekalian...ga akan aktif lagi tuh akun...lsg di blok permanen....mending jangan bayar sekalian.","POSITIF"
"Haji Wisnu","Mudah mendapatkan tiket atau hotel","POSITIF"
"HaDeTex HaDeTex","sangat membantu bangettt.....","POSITIF"
"Stevan S.v.N","Kren perjalanan semakin menyenangkan","POSITIF"
"FARELL _4.1","Sangat membantu sekali Travelling","POSITIF"
"Yani Mashuri","Cepat dapat apa yg kami butuhkan","POSITIF"
"Hartono Anton","Tercepat untuk kepentingan Anda","POSITIF"
"Lisda Dania","Praktis n sangat membantu..","POSITIF"
"GHINA STORY","layanan cepat dan mudah","POSITIF"
"Putra Andika","Aplikasi yang sangat membantu","POSITIF"
"saul duwit","Mempermudah cepat sangat baik","POSITIF"
"Nada Indah Mutiara Mutiara","Makasih traveloka yang memudahkan perjalanan","POSITIF"
"Konstantinus Moko","Simpel dan sangat membantu.","POSITIF"
"Rio Rio Juliansyah","Terbaik dan sangat membantu","POSITIF"
"Titik Sulistyowati","Mantap semoga makin sukses","POSITIF"
"RIFQY GAMING","Mantul (""mantap betul"") ??????","POSITIF"
"sohibul quran","Mae pokoke lah traveloka disit, balik kemuadian","POSITIF"
"Erwin Ciu","Aplikasi ini sgt membantu","POSITIF"
"Usman Irawan","Sangat membantu dan Mantb","POSITIF"
"hgint","Pesan tiket pesawat jadi mudah tapi saya terkecoh sama jam keberangkatan, hangus deh tiket... SARAN : 1. Tambah jam ""CHECK IN"" di aplikasi, atau kirim SMS lah sebelum keberangkatan, kayak travel gitu... 2. Dan lagi, perbanyak PROMO dong terutama di bulan libur, isi aplikasinya monoton. Semoga di rea...Ulasan LengkapPesan tiket pesawat jadi mudah tapi saya terkecoh sama jam keberangkatan, hangus deh tiket... SARAN : 1. Tambah jam ""CHECK IN"" di aplikasi, atau kirim SMS lah sebelum keberangkatan, kayak travel gitu... 2. Dan lagi, perbanyak PROMO dong terutama di bulan libur, isi aplikasinya monoton. Semoga di realisasikan aja sih...","POSITIF"
"Yusuf Welly","Sangat baik pelayanannya","POSITIF"
"hilma putri yulis","Sering pesan tiket disini","POSITIF"
"nano Ardhiant","Semua sudah oke.. Tapi mohon untuk di perbaharui lagi tentang kontak tamu yang sudah booking. mohon di cantumkan di email rincian pesanan kepada property owner agar mempermudah dalam berkomunikasi kpd tamu hotel. Khusus nya untuk kategory penginapan selain hotel. Karena kantor pelayanan atau recepti...Ulasan LengkapSemua sudah oke.. Tapi mohon untuk di perbaharui lagi tentang kontak tamu yang sudah booking. mohon di cantumkan di email rincian pesanan kepada property owner agar mempermudah dalam berkomunikasi kpd tamu hotel. Khusus nya untuk kategory penginapan selain hotel. Karena kantor pelayanan atau receptionist tidak selalu tersedia 24jam atau bahkan tidak ada kantor pelayananan sama sekali karena di kelola mandiri oleh perorangan. Terimakasih","POSITIF"
"Erni Novia","Mantap sangat bermanfaat","POSITIF"
"GBOS GAMING","Traveloka makin mantap.","POSITIF"
"Bangkums Tv","Puas,,, ampe lemes","POSITIF"
"emiliyati tanjung","Dapat cepat dan murah","POSITIF"
"muh danu shaferdana","cepat prosesnya","POSITIF"
"Algiz Azka","Traveloka sangat banyak membantu kegiatan yg berhubungan dgn aktivitas pekerjaan, seperti ticket pesawat, kereta api dan penginapan, harga yg ditawarkan juga fleksibel, kompetitif, banyak harga yg lebih murah dari price list.....prosesnya juga gampang, tidak berbelit2, pilihanya banyak, informasi yg...Ulasan LengkapTraveloka sangat banyak membantu kegiatan yg berhubungan dgn aktivitas pekerjaan, seperti ticket pesawat, kereta api dan penginapan, harga yg ditawarkan juga fleksibel, kompetitif, banyak harga yg lebih murah dari price list.....prosesnya juga gampang, tidak berbelit2, pilihanya banyak, informasi yg diberikan sesuai dgn keadaan yg sebenarnya.......sy memberi inovasi buat Traveloka dgn semboyan MMC (Mudah, Murah, Cepat)......??????????","POSITIF"
"Kak Demaz","Saya menggunakan aplikasi ini lancar-lancar saja tidak ada masalah apapun . Aplikasi perjalanan yang memudahkan. ditambah fitur paylater yang tiba-tiba di ACC oleh traveloka membuat saya terkejut dan senang. Fitur Ini memudahkan saya membeli tiket kapan pun Saya membutuhkan. Yang komplain aplikasi d...Ulasan LengkapSaya menggunakan aplikasi ini lancar-lancar saja tidak ada masalah apapun . Aplikasi perjalanan yang memudahkan. ditambah fitur paylater yang tiba-tiba di ACC oleh traveloka membuat saya terkejut dan senang. Fitur Ini memudahkan saya membeli tiket kapan pun Saya membutuhkan. Yang komplain aplikasi dan pelayanannya menyebalkan berarti Andanya yg bermasalah.","POSITIF"
"abadi ginting","sangat senang sekali","POSITIF"
"Asdi Murahmah","Sangat membantu saya","POSITIF"
"bagus adi","Terima kasih Traveloka...atas kepercayaan yg diberikan buat saya dan mendapatkan keistimewaan dari Traveloka atas kenaikan level pay latter dan tambahan limit saya... Saya akan berusaha menjaga kepercayaan yang diberikan kepada saya. Sukses dan jaya selalu Traveloka... Pelayanan,serivice dan semuany...Ulasan LengkapTerima kasih Traveloka...atas kepercayaan yg diberikan buat saya dan mendapatkan keistimewaan dari Traveloka atas kenaikan level pay latter dan tambahan limit saya... Saya akan berusaha menjaga kepercayaan yang diberikan kepada saya. Sukses dan jaya selalu Traveloka... Pelayanan,serivice dan semuanya the best... Amin????","POSITIF"
"Timbul Gultom","Sangat membantu, tapi masih ada kekurangan, Seharusnya ada kontak person yang dapat di hubungi dengan telpon seluler biasa sehingga memudahkan konplin dan bertanya jika ada kekeliruan saat pembelian. Mohon dipertimbangkan saran saya. Terimkasih traveloka.","POSITIF"
"Sinta Diah Ayu Wandani","Saya pelanggan traveloka, kiranya kalau tiket hangus dikarenakan terlambat check in mohon diberikan kemudahan juga, mungkin uang bisa dikembalikan meskipun tidak seluruhnya, karena kita juga tidak tahu keadaan maupun situasi yg sedang dialami beberapa orang kenapa ia bisa terlambat, atau selagi masi...Ulasan LengkapSaya pelanggan traveloka, kiranya kalau tiket hangus dikarenakan terlambat check in mohon diberikan kemudahan juga, mungkin uang bisa dikembalikan meskipun tidak seluruhnya, karena kita juga tidak tahu keadaan maupun situasi yg sedang dialami beberapa orang kenapa ia bisa terlambat, atau selagi masih ada waktu 30 menit masih diberikan kesempatan untuk check in. Kasihan kalau seandainya itu yg mengalami keterlambatan yaitu orang dg ekonomi biasa saja. Terimakasih??","POSITIF"
"Mar Yono","Mempermudah perjalanan","POSITIF"
"Didit Priambodo","Sangat membatu sekali","POSITIF"
"Kholisah Kholis","Mudah dan ga ribet","POSITIF"
"MJA Channel","Ringan, cepat","POSITIF"
"Anton Martono","Traveloka mempermudah ursan perjalanan koya","POSITIF"
"Ratiwa Sukmana","Aman bertransaksi","POSITIF"
"Sri Ningsih","Sangat memuaskan","POSITIF"
"Nur Amira","Sangat memuaskan","POSITIF"
"Bobby Prasetiyo","Traveloka Sangat Membantu Kita, Jadi Kita Tidak Perlu Ribet Capek Capek Datang Ke Sana Sini, Untuk Beli Tiket Pesawat. Dengan Menggunakan Aplikasi Traveloka, Kita Bisa Booking Tiket Online 24 Jam dan Kapan Saja. Booking Tiket Pesawat Jadi Mudah Dan Praktis. Traveloka Adalah OTA Online Travel Agent S...Ulasan LengkapTraveloka Sangat Membantu Kita, Jadi Kita Tidak Perlu Ribet Capek Capek Datang Ke Sana Sini, Untuk Beli Tiket Pesawat. Dengan Menggunakan Aplikasi Traveloka, Kita Bisa Booking Tiket Online 24 Jam dan Kapan Saja. Booking Tiket Pesawat Jadi Mudah Dan Praktis. Traveloka Adalah OTA Online Travel Agent Sangat Luar Biasa, Dan Di Saat Kita Berangkat Mendadak, kita bisa Booking Tiket di Traveloka","POSITIF"
"Demer w","Sangat membantu","POSITIF"
"Rusdi","Sangat membantu","POSITIF"
"Ady Noor","Bagus dan aman","POSITIF"
"Mohammad Darmawan","Sangat membantu","POSITIF"
"Siti Muyassaroh","Merasa terbantu","POSITIF"
"Alifumi 46","Pelayanan baik","POSITIF"
"Erna Mintarti","Terpercaya terpercaya","POSITIF"
"Ptdutha Terangtehnik","Ok dan mantap","POSITIF"
"Nasrun Hamsi","Bagus layanannya","POSITIF"
"Ninoy Rosyada","Kereen banyak diskon nya","POSITIF"
"Emi Liana","Berkat Traveloka aku selalu bersemangat pulang ke Purwokerto meski cuma 1 hari saja PP Jkt-Pwt... ???? belom pernah ada kendala sama sekali pakai aplikasi ini.. Maju terus Traveloka.. Semoga makin sukses kedepannya.. Aamiin.. Dariku, pengguna setia mu.. ????????","POSITIF"
"timur city","Sangat Membantu????????????","POSITIF"
"risky lazuardy","Sudah baik, kalau bisa di lengkapi lagi keterangan nya. Dan baiknya ada jawaban dari pihak pengelola hotel jika ada komplain yang disampaikan via aplikasi.","POSITIF"
"Sarni Maryani","sangat baik dan bagus pakai traveloka","POSITIF"
"Syamsul Arif","Trimakasih traveloka sudah mempermudah segala perjalan, Masukan dr saya knp di sini tidak ada sewa motor, anda mungkin bisa bekerja sama dengan mitra lain. Ini sangat di cari para wisatawan yg tidak bawa kendaraan pribadi.","POSITIF"
"lasma Gultom","Mudah sekali","POSITIF"
"Zahra Ajeng","menyenangkan","POSITIF"
"Dede Kurniawan","Saya sangat suka dengan pelayananya, kemarin pernah kejadian saya salah transfer ke rekening traveloka karena daftar rekening traveloka yang belum dihapus di MBCA mobile saya lalu saya menghubungi pihak customer servicenya pada jam 12 malam dan gak lama kemudian pihak costumer service membalas email...Ulasan LengkapSaya sangat suka dengan pelayananya, kemarin pernah kejadian saya salah transfer ke rekening traveloka karena daftar rekening traveloka yang belum dihapus di MBCA mobile saya lalu saya menghubungi pihak customer servicenya pada jam 12 malam dan gak lama kemudian pihak costumer service membalas email saya dan mendengarkan keluhan saya dan siang harinya uang yang saya transfer ke rekening traveloka karena kelalaian saya sudah kembali kerekening saya, terimakasih traveloka sya kagum dgn pelayananya","POSITIF"
"Sabuk Racing Channel","Menyebalkan","POSITIF"
"Lisa Novilia","traveloka mudah pengoperasian nya","POSITIF"
"Gusti Reza","UI/UXnya keren","POSITIF"
"S. IMAM ARIFIN","Aplikasi lengkap dan bagus, sekedar saran, untuk hotel yang tempatnya sulit dicari lewat maps, sebaiknya jangan ditampilin...dan buat developer..tambahin tiket kapal dong (PELNI) biar jadi semakin komplit..trims","POSITIF"
"Meti Kabee","bagus selalu pakai ini dan tidak pernah ada kendala atau kesulitan apapun, perna h 1 kali aja kecewa pesen anter jemput bandara ternyata mobilnya tidak sesuai jelek dan bau..di harapkan harga bisa memberikan fasilitas yg baik","POSITIF"
"Abdullah Samat Syam","Traveloka msh yg terbaik","POSITIF"
"abd wahab","Mantapkn lg ya","POSITIF"
"ERNA SIHITE","Selalu teebaik dr rraveloka","POSITIF"
"Patar Pasaribu","Ini aplikasi terbaik untuk setiap perjalanan liburanku.. Belum pernah ngecewain dan semoga gak bakal pernah. Sukses terus buat Traveloka. Terimakasih atas kemudahan yg sudah diberikan.","POSITIF"
"Fachry Ahyat","Mantap jiwa paylater nya ????","POSITIF"
"Jatmiko Budicahyono","OTA terbaik ??","POSITIF"
"Liunardy Darmawan","Puas sama promo dari traveloka...jujur dan terpercaya Masukan aja kalo bisa kerja sama dgn ayce bbq lainnya donk biar makin banyak...trus kalo nge review dapet point jg donk ??","POSITIF"
"Nisrina Salma","Puas sama layanan traveloka. Pernah cancel hotel di hari H yang sebenernya gak bisa dicancel, tapi saya minta tolong sambil koordinasi ke pemilik hotel dan CS Traveloka membantu, fast response pula. Uang saya kembali tanpa potongan setelah 3 hari :)","POSITIF"
"Dewi Srihartini","Bintang 4 dulu,dan untuk rute solok,padang,bukittinggi,pariaman menuju jabodetabek,tambahin bus NPM,untuk rute pariaman,bengkulu menuju jkt,tambahin bus SILIWANGI ANTAR NUSA(SAN),untuk rute padang jambi,tambahin bus FAMILI RAYA,terus untuk rute sumbar menuju pekanbaru,dumai,jambi,lampung,palembang j...Ulasan LengkapBintang 4 dulu,dan untuk rute solok,padang,bukittinggi,pariaman menuju jabodetabek,tambahin bus NPM,untuk rute pariaman,bengkulu menuju jkt,tambahin bus SILIWANGI ANTAR NUSA(SAN),untuk rute padang jambi,tambahin bus FAMILI RAYA,terus untuk rute sumbar menuju pekanbaru,dumai,jambi,lampung,palembang juga bus NPM,terus untuk rute banyuwangi yogyakart tambahin bus MILA SEJAHTERA.jadi tolongya tambahin bus yg tadi.","POSITIF"
"NGLUTHUS channel","Traveloka memudahkan segala akomodasi yg saya butuhkan. Cuma untuk fitur baru Traveloka persyaratan pengajuan paylater. Pada tahap foto KTP sangat tidak efektif,bahkan buruk. Saya foto KTP sampai Ratusan Kali tidak pernah bisa. Sangat disayangkan App Sebesar Traveloka dlm tahapan penambahan fitur ba...Ulasan LengkapTraveloka memudahkan segala akomodasi yg saya butuhkan. Cuma untuk fitur baru Traveloka persyaratan pengajuan paylater. Pada tahap foto KTP sangat tidak efektif,bahkan buruk. Saya foto KTP sampai Ratusan Kali tidak pernah bisa. Sangat disayangkan App Sebesar Traveloka dlm tahapan penambahan fitur baru bagi user Traveloka ini. Bukannya kemudahan to malah kesulitan di tahap Foto KTP ?????..mohon diperbaiki dan dimudahkan bagi user seperti saya yg bner2 terbantu dgn segala kemudahan Traveloka ini.","POSITIF"
"Muhammad Ilyas","Assalamualaikum. Terima kasih telah melayani sebaik2nya. Pelayanan ini sangat cepat dan tepat. Kalau bisa saya kasih saran kepada ibu/bapak untuk mengambil langkah untuk bekerja sama dengan perusahaan kapal laut. Agar lebih lengkap lagi. Terimakasih. Sukses selalu","POSITIF"
"Nginep Yok","Selalu memuasskan. Sudah sering pake traveloka tidak pernah ada kendala. Tingkatkan terus pelayanan yg seperti ini. Saran saya lebih diperbanyak lagi untuk pilihan hotelnya.","POSITIF"
"raditya nalendra pratama","Memudahkan dalam bepergian, coba untuk kedepannya paylater nya bisa untuk beli pulsa juga, pasti akan lebih bermanfaat","POSITIF"
"erwin yanuardi","Oke,bagus,cuma blm pernah dapet bonus atau reward sebagai pelanggan Pesan lebih gampang dan lebih mudah apalagi dengan kartu kredit...pesan dan bayar gaaaaammmmppppaaaangggg bgtttt","POSITIF"
"Didip Rizkypradipta","Traveloka mantap bisa pesan semua dalam satu aplikasi kalau bisa di perbanyak untuk tujuan rute dan PO bus yg tersedia , untuk pembayaran agar banyak pilih agar lebih mudah dan praktis terimakasih","POSITIF"
"Poetra Lembang","Bagi sya pengguna baru traveloka sy merasa puas dengan pelayanannya. Tp klau bisa lebih tinggkatkan lagi. Terima kasih.??","POSITIF"
"Hedi Adi","Mau ngucapin trima kasih banyak utk traveloka. Gue ngerefund tiket tgl 20 desember dan langsung dana kembali masuk tgl 23 desember. Pelayananannya terbaik. Terima kasih traveloka ??????","POSITIF"
"Sunarto Sunarto","Buat CEO.. kpan trafeloka di tambah jual beli barang.. biar makin enak dan efisien.. kyaknya ok jga klo di tambah jual beli barang.barang..","POSITIF"
